name,path,case,prefix,case_id,sample_set,energy_features
E6_case3_1_sample_3_1,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case3\E6\case3_1\sample_sample\E6_case3_1_sample_3_1_resampled.wav,case3,case3_1,sample_sample,case3,378.6568674416144
A5_case4_4_sample_24_1,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case4\A5\case4_4\sample_sample\A5_case4_4_sample_24_1_resampled.wav,case4,case4_4,sample_sample,case4,1134.773033066468
E6_case4_5_sample_28_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case4\E6\case4_5\sample_sample\E6_case4_5_sample_28_2_resampled.wav,case4,case4_5,sample_sample,case4,169.69332073509568
E5_case2_2_sample_7_1,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case2\E5\case2_2\sample_sample\E5_case2_2_sample_7_1_resampled.wav,case2,case2_2,sample_sample,case2,122.62249632951062
E4_case3_2_sample_11_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case3\E4\case3_2\sample_sample\E4_case3_2_sample_11_2_resampled.wav,case3,case3_2,sample_sample,case3,169.50287412478613
E11_case4_7_sample_42_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case4\E11\case4_7\sample_sample\E11_case4_7_sample_42_2_resampled.wav,case4,case4_7,sample_sample,case4,175.39455587060135
E8_case4_5_sample_30_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case4\E8\case4_5\sample_sample\E8_case4_5_sample_30_2_resampled.wav,case4,case4_5,sample_sample,case4,240.192919365517
E10_case3_10_sample_59_1,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case3\E10\case3_10\sample_sample\E10_case3_10_sample_59_1_resampled.wav,case3,case3_10,sample_sample,case3,771.1943131204004
E4_case1_2_sample_10_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case1\E4\case1_2\sample_sample\E4_case1_2_sample_10_2_resampled.wav,case1,case1_2,sample_sample,case1,0.3580010328575156
E11_case4_5_sample_30_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case4\E11\case4_5\sample_sample\E11_case4_5_sample_30_2_resampled.wav,case4,case4_5,sample_sample,case4,175.40835654231816
E1_case1_1_sample_4_1,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case1\E1\case1_1\sample_sample\E1_case1_1_sample_4_1_resampled.wav,case1,case1_1,sample_sample,case1,0.9171549650254747
E11_case3_2_sample_7_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case3\E11\case3_2\sample_sample\E11_case3_2_sample_7_2_resampled.wav,case3,case3_2,sample_sample,case3,175.469156997098
E7_case4_11_sample_62_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case4\E7\case4_11\sample_sample\E7_case4_11_sample_62_2_resampled.wav,case4,case4_11,sample_sample,case4,576.8426642466076
A2_case1_1_sample_12_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case1\A2\case1_1\sample_sample\A2_case1_1_sample_12_2_resampled.wav,case1,case1_1,sample_sample,case1,0.18914387012469547
E5_case2_3_sample_16_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case2\E5\case2_3\sample_sample\E5_case2_3_sample_16_2_resampled.wav,case2,case2_3,sample_sample,case2,76.6753609939676
A1_case2_2_sample_8_1,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case2\A1\case2_2\sample_sample\A1_case2_2_sample_8_1_resampled.wav,case2,case2_2,sample_sample,case2,245.81893309109105
E4_case1_1_sample_1_1,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case1\E4\case1_1\sample_sample\E4_case1_1_sample_1_1_resampled.wav,case1,case1_1,sample_sample,case1,352.0893327469481
A9_case4_1_sample_5_1,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case4\A9\case4_1\sample_sample\A9_case4_1_sample_5_1_resampled.wav,case4,case4_1,sample_sample,case4,444.0773692578565
A9_case4_10_sample_58_1,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case4\A9\case4_10\sample_sample\A9_case4_10_sample_58_1_resampled.wav,case4,case4_10,sample_sample,case4,444.05840624302306
E5_case3_11_sample_61_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case3\E5\case3_11\sample_sample\E5_case3_11_sample_61_2_resampled.wav,case3,case3_11,sample_sample,case3,76.62003946539707
E4_case4_1_sample_4_1,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case4\E4\case4_1\sample_sample\E4_case4_1_sample_4_1_resampled.wav,case4,case4_1,sample_sample,case4,822.1602931727875
A10_case4_4_sample_24_1,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case4\A10\case4_4\sample_sample\A10_case4_4_sample_24_1_resampled.wav,case4,case4_4,sample_sample,case4,770.9471611883197
E1_case4_1_sample_6_1,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case4\E1\case4_1\sample_sample\E1_case4_1_sample_6_1_resampled.wav,case4,case4_1,sample_sample,case4,642.9015937163247
E3_case4_5_sample_28_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case4\E3\case4_5\sample_sample\E3_case4_5_sample_28_2_resampled.wav,case4,case4_5,sample_sample,case4,255.9023404502215
A5_case4_1_sample_3_1,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case4\A5\case4_1\sample_sample\A5_case4_1_sample_3_1_resampled.wav,case4,case4_1,sample_sample,case4,1134.7176564398067
E1_case3_11_sample_66_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case3\E1\case3_11\sample_sample\E1_case3_11_sample_66_2_resampled.wav,case3,case3_11,sample_sample,case3,810.1630282318544
E8_case3_1_sample_1_1,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case3\E8\case3_1\sample_sample\E8_case3_1_sample_1_1_resampled.wav,case3,case3_1,sample_sample,case3,535.8998178619054
E3_case1_2_sample_9_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case1\E3\case1_2\sample_sample\E3_case1_2_sample_9_2_resampled.wav,case1,case1_2,sample_sample,case1,7.221442045677577
A10_case3_1_sample_2_1,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case3\A10\case3_1\sample_sample\A10_case3_1_sample_2_1_resampled.wav,case3,case3_1,sample_sample,case3,771.2892330878096
A5_case4_5_sample_26_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case4\A5\case4_5\sample_sample\A5_case4_5_sample_26_2_resampled.wav,case4,case4_5,sample_sample,case4,444.2562407028946
E5_case2_1_sample_3_1,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case2\E5\case2_1\sample_sample\E5_case2_1_sample_3_1_resampled.wav,case2,case2_1,sample_sample,case2,122.63768919346717
E4_case2_3_sample_15_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case2\E4\case2_3\sample_sample\E4_case2_3_sample_15_2_resampled.wav,case2,case2_3,sample_sample,case2,169.51402506558853
A9_case3_7_sample_38_1,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case3\A9\case3_7\sample_sample\A9_case3_7_sample_38_1_resampled.wav,case3,case3_7,sample_sample,case3,444.08860792738375
E3_case4_8_sample_46_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case4\E3\case4_8\sample_sample\E3_case4_8_sample_46_2_resampled.wav,case4,case4_8,sample_sample,case4,255.92388042534768
E8_case3_5_sample_30_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case3\E8\case3_5\sample_sample\E8_case3_5_sample_30_2_resampled.wav,case3,case3_5,sample_sample,case3,239.3942177990415
A2_case1_2_sample_9_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case1\A2\case1_2\sample_sample\A2_case1_2_sample_9_2_resampled.wav,case1,case1_2,sample_sample,case1,0.5565251836887342
E8_case3_2_sample_9_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case3\E8\case3_2\sample_sample\E8_case3_2_sample_9_2_resampled.wav,case3,case3_2,sample_sample,case3,239.64609270686162
E3_case1_2_sample_5_1,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case1\E3\case1_2\sample_sample\E3_case1_2_sample_5_1_resampled.wav,case1,case1_2,sample_sample,case1,7.040413793014608
A8_case3_4_sample_21_1,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case3\A8\case3_4\sample_sample\A8_case3_4_sample_21_1_resampled.wav,case3,case3_4,sample_sample,case3,2256.9691373209976
A8_case4_4_sample_23_1,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case4\A8\case4_4\sample_sample\A8_case4_4_sample_23_1_resampled.wav,case4,case4_4,sample_sample,case4,2256.8920135921776
A10_case4_5_sample_29_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case4\A10\case4_5\sample_sample\A10_case4_5_sample_29_2_resampled.wav,case4,case4_5,sample_sample,case4,993.7815497102561
A4_case1_2_sample_4_1,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case1\A4\case1_2\sample_sample\A4_case1_2_sample_4_1_resampled.wav,case1,case1_2,sample_sample,case1,2.566348524463365
E5_case3_11_sample_64_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case3\E5\case3_11\sample_sample\E5_case3_11_sample_64_2_resampled.wav,case3,case3_11,sample_sample,case3,76.61680495977446
E2_case4_11_sample_64_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case4\E2\case4_11\sample_sample\E2_case4_11_sample_64_2_resampled.wav,case4,case4_11,sample_sample,case4,336.24469905224987
E10_case4_1_sample_3_1,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case4\E10\case4_1\sample_sample\E10_case4_1_sample_3_1_resampled.wav,case4,case4_1,sample_sample,case4,771.1812470563576
A1_case3_10_sample_58_1,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case3\A1\case3_10\sample_sample\A1_case3_10_sample_58_1_resampled.wav,case3,case3_10,sample_sample,case3,245.77248689350836
E9_case1_1_sample_2_1,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case1\E9\case1_1\sample_sample\E9_case1_1_sample_2_1_resampled.wav,case1,case1_1,sample_sample,case1,0.15126347236605397
A8_case1_2_sample_5_1,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case1\A8\case1_2\sample_sample\A8_case1_2_sample_5_1_resampled.wav,case1,case1_2,sample_sample,case1,1.8706774174811471
E2_case3_1_sample_4_1,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case3\E2\case3_1\sample_sample\E2_case3_1_sample_4_1_resampled.wav,case3,case3_1,sample_sample,case3,302.0497779301214
A2_case3_8_sample_44_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case3\A2\case3_8\sample_sample\A2_case3_8_sample_44_2_resampled.wav,case3,case3_8,sample_sample,case3,209.64751674546625
E4_case4_8_sample_47_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case4\E4\case4_8\sample_sample\E4_case4_8_sample_47_2_resampled.wav,case4,case4_8,sample_sample,case4,169.54361812674006
E10_case4_5_sample_27_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case4\E10\case4_5\sample_sample\E10_case4_5_sample_27_2_resampled.wav,case4,case4_5,sample_sample,case4,139.65288941956157
E3_case1_1_sample_3_1,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case1\E3\case1_1\sample_sample\E3_case1_1_sample_3_1_resampled.wav,case1,case1_1,sample_sample,case1,6.608620925609358
E5_case4_11_sample_63_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case4\E5\case4_11\sample_sample\E5_case4_11_sample_63_2_resampled.wav,case4,case4_11,sample_sample,case4,76.59879510267892
E5_case1_1_sample_10_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case1\E5\case1_1\sample_sample\E5_case1_1_sample_10_2_resampled.wav,case1,case1_1,sample_sample,case1,0.5327242347636769
A10_case3_11_sample_61_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case3\A10\case3_11\sample_sample\A10_case3_11_sample_61_2_resampled.wav,case3,case3_11,sample_sample,case3,994.9160478453551
A5_case2_2_sample_7_1,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case2\A5\case2_2\sample_sample\A5_case2_2_sample_7_1_resampled.wav,case2,case2_2,sample_sample,case2,1133.229913381817
A1_case4_4_sample_21_1,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case4\A1\case4_4\sample_sample\A1_case4_4_sample_21_1_resampled.wav,case4,case4_4,sample_sample,case4,245.70767803688716
E11_case4_2_sample_10_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case4\E11\case4_2\sample_sample\E11_case4_2_sample_10_2_resampled.wav,case4,case4_2,sample_sample,case4,175.4143797299178
E3_case4_8_sample_43_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case4\E3\case4_8\sample_sample\E3_case4_8_sample_43_2_resampled.wav,case4,case4_8,sample_sample,case4,255.91908622429978
E5_case4_10_sample_58_1,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case4\E5\case4_10\sample_sample\E5_case4_10_sample_58_1_resampled.wav,case4,case4_10,sample_sample,case4,122.57592052342379
E10_case4_10_sample_57_1,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case4\E10\case4_10\sample_sample\E10_case4_10_sample_57_1_resampled.wav,case4,case4_10,sample_sample,case4,771.1871344399634
E4_case4_7_sample_42_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case4\E4\case4_7\sample_sample\E4_case4_7_sample_42_2_resampled.wav,case4,case4_7,sample_sample,case4,169.51607095077185
E1_case4_2_sample_7_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case4\E1\case4_2\sample_sample\E1_case4_2_sample_7_2_resampled.wav,case4,case4_2,sample_sample,case4,810.1924918070298
A4_case4_8_sample_45_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case4\A4\case4_8\sample_sample\A4_case4_8_sample_45_2_resampled.wav,case4,case4_8,sample_sample,case4,396.6250013328314
E2_case4_5_sample_25_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case4\E2\case4_5\sample_sample\E2_case4_5_sample_25_2_resampled.wav,case4,case4_5,sample_sample,case4,336.24967477875646
A10_case1_1_sample_3_1,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case1\A10\case1_1\sample_sample\A10_case1_1_sample_3_1_resampled.wav,case1,case1_1,sample_sample,case1,1.6284322574147154
E4_case4_7_sample_39_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case4\E4\case4_7\sample_sample\E4_case4_7_sample_39_2_resampled.wav,case4,case4_7,sample_sample,case4,169.52665870738448
E7_case3_11_sample_65_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case3\E7\case3_11\sample_sample\E7_case3_11_sample_65_2_resampled.wav,case3,case3_11,sample_sample,case3,576.8971928534663
E4_case1_2_sample_9_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case1\E4\case1_2\sample_sample\E4_case1_2_sample_9_2_resampled.wav,case1,case1_2,sample_sample,case1,0.030066410463916782
E8_case4_4_sample_19_1,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case4\E8\case4_4\sample_sample\E8_case4_4_sample_19_1_resampled.wav,case4,case4_4,sample_sample,case4,537.4330911365304
A6_case3_7_sample_42_1,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case3\A6\case3_7\sample_sample\A6_case3_7_sample_42_1_resampled.wav,case3,case3_7,sample_sample,case3,533.9804609658834
E10_case3_5_sample_30_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case3\E10\case3_5\sample_sample\E10_case3_5_sample_30_2_resampled.wav,case3,case3_5,sample_sample,case3,139.70599553565853
E2_case4_4_sample_21_1,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case4\E2\case4_4\sample_sample\E2_case4_4_sample_21_1_resampled.wav,case4,case4_4,sample_sample,case4,302.03283314566323
E7_case4_11_sample_64_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case4\E7\case4_11\sample_sample\E7_case4_11_sample_64_2_resampled.wav,case4,case4_11,sample_sample,case4,576.8294137590824
E2_case2_3_sample_17_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case2\E2\case2_3\sample_sample\E2_case2_3_sample_17_2_resampled.wav,case2,case2_3,sample_sample,case2,336.27895839403766
A9_case3_11_sample_65_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case3\A9\case3_11\sample_sample\A9_case3_11_sample_65_2_resampled.wav,case3,case3_11,sample_sample,case3,191.9040315050104
A6_case4_1_sample_4_1,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case4\A6\case4_1\sample_sample\A6_case4_1_sample_4_1_resampled.wav,case4,case4_1,sample_sample,case4,533.9773351031258
E7_case2_1_sample_5_1,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case2\E7\case2_1\sample_sample\E7_case2_1_sample_5_1_resampled.wav,case2,case2_1,sample_sample,case2,1440.7435703744661
A10_case4_1_sample_1_1,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case4\A10\case4_1\sample_sample\A10_case4_1_sample_1_1_resampled.wav,case4,case4_1,sample_sample,case4,771.01850665253
E8_case4_7_sample_38_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case4\E8\case4_7\sample_sample\E8_case4_7_sample_38_2_resampled.wav,case4,case4_7,sample_sample,case4,240.15593035993194
E3_case3_2_sample_11_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case3\E3\case3_2\sample_sample\E3_case3_2_sample_11_2_resampled.wav,case3,case3_2,sample_sample,case3,255.8787265866853
E8_case1_1_sample_5_1,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case1\E8\case1_1\sample_sample\E8_case1_1_sample_5_1_resampled.wav,case1,case1_1,sample_sample,case1,24.218113277787438
E6_case4_2_sample_10_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case4\E6\case4_2\sample_sample\E6_case4_2_sample_10_2_resampled.wav,case4,case4_2,sample_sample,case4,169.68463323153438
A1_case2_3_sample_13_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case2\A1\case2_3\sample_sample\A1_case2_3_sample_13_2_resampled.wav,case2,case2_3,sample_sample,case2,146.22614521524946
E8_case4_10_sample_57_1,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case4\E8\case4_10\sample_sample\E8_case4_10_sample_57_1_resampled.wav,case4,case4_10,sample_sample,case4,537.5093057610183
A9_case4_5_sample_27_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case4\A9\case4_5\sample_sample\A9_case4_5_sample_27_2_resampled.wav,case4,case4_5,sample_sample,case4,191.9783193161487
E1_case2_2_sample_7_1,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case2\E1\case2_2\sample_sample\E1_case2_2_sample_7_1_resampled.wav,case2,case2_2,sample_sample,case2,642.6441004172492
A6_case1_2_sample_3_1,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case1\A6\case1_2\sample_sample\A6_case1_2_sample_3_1_resampled.wav,case1,case1_2,sample_sample,case1,0.04679952381002295
E5_case3_8_sample_45_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case3\E5\case3_8\sample_sample\E5_case3_8_sample_45_2_resampled.wav,case3,case3_8,sample_sample,case3,76.63353115914336
A5_case1_1_sample_1_1,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case1\A5\case1_1\sample_sample\A5_case1_1_sample_1_1_resampled.wav,case1,case1_1,sample_sample,case1,5.567417315375678
A6_case3_5_sample_28_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case3\A6\case3_5\sample_sample\A6_case3_5_sample_28_2_resampled.wav,case3,case3_5,sample_sample,case3,140.08045257524984
E7_case1_2_sample_2_1,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case1\E7\case1_2\sample_sample\E7_case1_2_sample_2_1_resampled.wav,case1,case1_2,sample_sample,case1,0.7973768075992211
E3_case3_7_sample_41_1,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case3\E3\case3_7\sample_sample\E3_case3_7_sample_41_1_resampled.wav,case3,case3_7,sample_sample,case3,208.02433621838915
E11_case4_10_sample_60_1,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case4\E11\case4_10\sample_sample\E11_case4_10_sample_60_1_resampled.wav,case4,case4_10,sample_sample,case4,291.4722174617386
E11_case4_11_sample_63_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case4\E11\case4_11\sample_sample\E11_case4_11_sample_63_2_resampled.wav,case4,case4_11,sample_sample,case4,175.38714173500313
A1_case1_1_sample_3_1,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case1\A1\case1_1\sample_sample\A1_case1_1_sample_3_1_resampled.wav,case1,case1_1,sample_sample,case1,0.37219562762567193
E5_case2_4_sample_22_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case2\E5\case2_4\sample_sample\E5_case2_4_sample_22_2_resampled.wav,case2,case2_4,sample_sample,case2,76.6732757477269
A6_case3_10_sample_59_1,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case3\A6\case3_10\sample_sample\A6_case3_10_sample_59_1_resampled.wav,case3,case3_10,sample_sample,case3,533.9682425283958
E10_case3_11_sample_64_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case3\E10\case3_11\sample_sample\E10_case3_11_sample_64_2_resampled.wav,case3,case3_11,sample_sample,case3,139.68399032377053
A9_case3_5_sample_26_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case3\A9\case3_5\sample_sample\A9_case3_5_sample_26_2_resampled.wav,case3,case3_5,sample_sample,case3,192.04939881816517
E5_case1_2_sample_8_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case1\E5\case1_2\sample_sample\E5_case1_2_sample_8_2_resampled.wav,case1,case1_2,sample_sample,case1,0.46584163563269954
A5_case3_5_sample_29_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case3\A5\case3_5\sample_sample\A5_case3_5_sample_29_2_resampled.wav,case3,case3_5,sample_sample,case3,443.95750347477093
E5_case1_2_sample_7_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case1\E5\case1_2\sample_sample\E5_case1_2_sample_7_2_resampled.wav,case1,case1_2,sample_sample,case1,0.47929381437539575
E6_case3_2_sample_7_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case3\E6\case3_2\sample_sample\E6_case3_2_sample_7_2_resampled.wav,case3,case3_2,sample_sample,case3,169.59791833926084
E1_case4_4_sample_19_1,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case4\E1\case4_4\sample_sample\E1_case4_4_sample_19_1_resampled.wav,case4,case4_4,sample_sample,case4,642.9775802184267
A8_case4_11_sample_62_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case4\A8\case4_11\sample_sample\A8_case4_11_sample_62_2_resampled.wav,case4,case4_11,sample_sample,case4,289.1003143641642
A8_case4_2_sample_10_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case4\A8\case4_2\sample_sample\A8_case4_2_sample_10_2_resampled.wav,case4,case4_2,sample_sample,case4,289.16327594740915
E7_case3_10_sample_58_1,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case3\E7\case3_10\sample_sample\E7_case3_10_sample_58_1_resampled.wav,case3,case3_10,sample_sample,case3,1440.8404124167425
E5_case4_2_sample_10_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case4\E5\case4_2\sample_sample\E5_case4_2_sample_10_2_resampled.wav,case4,case4_2,sample_sample,case4,76.61349153796716
E10_case3_7_sample_39_1,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case3\E10\case3_7\sample_sample\E10_case3_7_sample_39_1_resampled.wav,case3,case3_7,sample_sample,case3,771.1969049835719
E5_case3_10_sample_58_1,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case3\E5\case3_10\sample_sample\E5_case3_10_sample_58_1_resampled.wav,case3,case3_10,sample_sample,case3,122.591736266008
A4_case1_2_sample_2_1,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case1\A4\case1_2\sample_sample\A4_case1_2_sample_2_1_resampled.wav,case1,case1_2,sample_sample,case1,2.2531402984225224
E11_case1_1_sample_3_1,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case1\E11\case1_1\sample_sample\E11_case1_1_sample_3_1_resampled.wav,case1,case1_1,sample_sample,case1,0.32351992746856695
E3_case4_7_sample_38_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case4\E3\case4_7\sample_sample\E3_case4_7_sample_38_2_resampled.wav,case4,case4_7,sample_sample,case4,255.91915212825103
E1_case4_8_sample_46_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case4\E1\case4_8\sample_sample\E1_case4_8_sample_46_2_resampled.wav,case4,case4_8,sample_sample,case4,810.2242918979946
E8_case4_7_sample_42_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case4\E8\case4_7\sample_sample\E8_case4_7_sample_42_2_resampled.wav,case4,case4_7,sample_sample,case4,240.13367946688047
E8_case3_11_sample_66_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case3\E8\case3_11\sample_sample\E8_case3_11_sample_66_2_resampled.wav,case3,case3_11,sample_sample,case3,240.15423645395555
E1_case1_2_sample_7_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case1\E1\case1_2\sample_sample\E1_case1_2_sample_7_2_resampled.wav,case1,case1_2,sample_sample,case1,0.3638501757066024
E2_case2_3_sample_18_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case2\E2\case2_3\sample_sample\E2_case2_3_sample_18_2_resampled.wav,case2,case2_3,sample_sample,case2,336.2733597017156
E9_case3_11_sample_66_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case3\E9\case3_11\sample_sample\E9_case3_11_sample_66_2_resampled.wav,case3,case3_11,sample_sample,case3,129.37980056775248
E5_case3_4_sample_20_1,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case3\E5\case3_4\sample_sample\E5_case3_4_sample_20_1_resampled.wav,case3,case3_4,sample_sample,case3,122.60868683238225
A5_case3_10_sample_59_1,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case3\A5\case3_10\sample_sample\A5_case3_10_sample_59_1_resampled.wav,case3,case3_10,sample_sample,case3,1134.6699517163288
E1_case4_5_sample_29_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case4\E1\case4_5\sample_sample\E1_case4_5_sample_29_2_resampled.wav,case4,case4_5,sample_sample,case4,810.2130783897909
A2_case3_7_sample_38_1,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case3\A2\case3_7\sample_sample\A2_case3_7_sample_38_1_resampled.wav,case3,case3_7,sample_sample,case3,812.1273078439805
E2_case4_1_sample_6_1,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case4\E2\case4_1\sample_sample\E2_case4_1_sample_6_1_resampled.wav,case4,case4_1,sample_sample,case4,302.031884727288
E7_case4_5_sample_25_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case4\E7\case4_5\sample_sample\E7_case4_5_sample_25_2_resampled.wav,case4,case4_5,sample_sample,case4,576.8930248450154
A4_case2_4_sample_19_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case2\A4\case2_4\sample_sample\A4_case2_4_sample_19_2_resampled.wav,case2,case2_4,sample_sample,case2,396.8917037917099
A8_case4_5_sample_28_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case4\A8\case4_5\sample_sample\A8_case4_5_sample_28_2_resampled.wav,case4,case4_5,sample_sample,case4,289.1194283345171
A9_case1_1_sample_12_2,data_2k3k_nobandpass_organized_withoutA3A7_dataset\case1\A9\case1_1\sample_sample\A9_case1_1_sample_12_2_resampled.wav,case1,case1_1,sample_sample,case1,1.8696668551206699
